61333,1888,4,CHUNGAMANNAM,,692c78e1a6fa7910caaca157,2010,
61334,1888,5,THACHANKAD,,692c78e1a6fa7910caaca15b,2010,
61335,1888,6,PATHIKKAL,,692c78e1a6fa7910caaca15f,2010,
61336,1888,7,THANNIRPANTHAL,,692c78e1a6fa7910caaca163,2010,
61337,1888,8,THENKURISSI,,692c78e1a6fa7910caaca166,2010,
61338,1888,9,MANJALUR,,692c78e1a6fa7910caaca16a,2010,
61339,1888,10,KULAVANMUKKU,,692c78e1a6fa7910caaca16e,2010,
61340,1888,11,MALANCHITTI,,692c78e1a6fa7910caaca172,2010,
61341,1888,12,KARADIYAMPARA,,692c78e1a6fa7910caaca178,2010,
61342,1888,13,CHULANUR,,692c78e1a6fa7910caaca17c,2010,
61343,1889,1,CHETTUVA,,692c78e1a6fa7910caaca181,2010,
61497,1900,6,Eruvatti,,692c78e1a6fa7910caaca425,2010,
61498,1900,7,Vadakkumbad,,692c78e1a6fa7910caaca429,2010,
61499,1900,8,Erannoli,,692c78e1a6fa7910caaca42c,2010,
61500,1900,9,New Mahe,,692c78e1a6fa7910caaca42f,2010,
61501,1900,10,Dharmadam,,692c78e1a6fa7910caaca433,2010,
61506,1901,1,THIRUVEGAPPURA,,692c78e1a6fa7910caaca446,2010,
61507,1901,2,Edappalam,,692c78e1a6fa7910caaca44b,2010,
61508,1901,3,Karinganad,,692c78e1a6fa7910caaca450,2010,
61509,1901,4,Thathanapully,,692c78e1a6fa7910caaca455,2010,
61510,1901,5,KULUKKALUR,,692c78e1a6fa7910caaca45c,2010,
61511,1901,6,Koppam,,692c78e1a6fa7910caaca463,2010,
61512,1901,7,Naduvattam,,692c78e1a6fa7910caaca467,2010,
61513,1901,8,Keezhmuri,,692c78e1a6fa7910caaca46c,2010,
61738,3207,4,Pangode,,692c78e1a6fa7910caaca836,2010,
61739,3207,5,Bharathannoor,,692c78e1a6fa7910caaca83b,2010,
61740,3207,6,Edinjar,,692c78e1a6fa7910caaca83f,2010,
61741,3207,7,Peringammala,,692c78e1a6fa7910caaca843,2010,
61742,3207,8,Palode,,692c78e1a6fa7910caaca847,2010,
61743,3207,9,Nanniyode,,692c78e1a6fa7910caaca84b,2010,
61744,3207,10,Pullampara,,692c78e1a6fa7910caaca84f,2010,
61745,3207,11,Thalayal,,692c78e1a6fa7910caaca854,2010,
61746,3207,12,Pirappancode,,692c78e1a6fa7910caaca858,2010,
61747,3207,13,Koliyacode,,692c78e1a6fa7910caaca85c,2010,
61748,3207,14,Nellanadu,,692c78e1a6fa7910caaca861,2010,
61749,3207,15,Manikkamangalam,,692c78e1a6fa7910caaca865,2010,
61750,1918,1,KUMBIDI,,692c78e1a6fa7910caaca869,2010,
61751,1918,2,KUDALLUR,,692c78e1a6fa7910caaca86d,2010,
61752,1918,3,ANGADI,,692c78e1a6fa7910caaca872,2010,
61753,1918,4,ALOOR,,692c78e1a6fa7910caaca877,2010,
61754,1918,5,MEZHATHOOR,,692c78e1a6fa7910caaca87d,2010,
61755,1918,6,THRITHALA,,692c78e1a6fa7910caaca882,2010,
61756,1918,7,THIRUMITTACODE,,692c78e1a6fa7910caaca886,2010,
61757,1918,8,KARUKAPUTHUR,,692c78e1a6fa7910caaca88b,2010,
61758,1918,9,NAGALASSERY,,692c78e1a6fa7910caaca890,2010,
61759,1918,10,KOTHACHIRA,,692c78e1a6fa7910caaca894,2010,
61760,1918,11,CHALISSERI,,692c78e1a6fa7910caaca899,2010,
61764,1920,1,Arookkutty,,692c78e1a6fa7910caaca8ef,2010,
61765,1920,2,Perumbalam,,692c78e1a6fa7910caaca8f3,2010,
61766,1920,3,Vazhatharaveli,,692c78e1a6fa7910caaca8f7,2010,
61767,1920,4,Poochakkal,,692c78e1a6fa7910caaca8fb,2010,
61768,1920,5,Thevarvattom,,692c78e1a6fa7910caaca8ff,2010,
61769,1920,6,Makkekadavu,,692c78e1a6fa7910caaca903,2010,
61770,1920,7,Pallippuram,,692c78e1a6fa7910caaca907,2010,
61771,1920,8,Thirunelloor,,692c78e1a6fa7910caaca90b,2010,
61772,1920,9,Palluveli,,692c78e1a6fa7910caaca90f,2010,
61773,1920,10,Thykkattussery,,692c78e1a6fa7910caaca913,2010,
61774,1920,11,Thaliyaparambu,,692c78e1a6fa7910caaca917,2010,
61775,1920,12,Thrichattukulam,,692c78e1a6fa7910caaca91b,2010,
61776,1920,13,Naduvathnagar,,692c78e1a6fa7910caaca920,2010,
61777,1921,1,AAVALA,,692c78e1a6fa7910caaca924,2010,
61778,1921,2,ERAVATTUR,,692c78e1a6fa7910caaca928,2010,
61779,1921,3,KADIYANGAD,,692c78e1a6fa7910caaca92c,2010,
61780,1921,4,PALERI,,692c78e1a6fa7910caaca931,2010,
61781,1921,5,CHANGAROTH,,692c78e1a6fa7910caaca935,2010,
61782,1921,6,MUTHUKAD,,692c78e1a6fa7910caaca93b,2010,
61783,1921,7,CHAKKIITTAPPARA,,692c78e1a6fa7910caaca93f,2010,
61784,1921,8,KOOTHALI,,692c78e1a6fa7910caaca943,2010,
61785,1921,9,PERAMBRA,,692c78e1a6fa7910caaca947,2010,
61786,1921,10,KAYANNA,,692c78e1a6fa7910caaca94c,2010,
61787,1921,11,NOCHADU,,692c78e1a6fa7910caaca950,2010,
61788,1921,12,KALPPATHUR,,692c78e1a6fa7910caaca954,2010,
61789,1921,13,CHERUVANNUR,,692c78e1a6fa7910caaca958,2010,
61790,1922,1,MARAYOOR,,692c78e1a6fa7910caaca95c,2010,
61791,1922,2,KANTHALLOOR,,692c78e1a6fa7910caaca962,2010,
61792,1922,3,VATTAVADA,,692c78e1a6fa7910caaca966,2010,
61917,1933,9,VANDITHAVALAM,,692c78e1a6fa7910caacac0b,2010,
61918,1933,10,KANAKKAMPARA,,692c78e1a6fa7910caacac0f,2010,
61919,1933,11,NATTUKAL,,692c78e1a6fa7910caacac13,2010,
61920,1933,12,NALLEPILLY,,692c78e1a6fa7910caacac18,2010,
61921,1933,13,KALLUKOOTIYAL,,692c78e1a6fa7910caacac1c,2010,
61922,1933,14,ELAPULLY,,692c78e1a6fa7910caacac20,2010,
61923,1934,1,PALLIKKARA,,692c78e1a6fa7910caacac24,2010,
61924,1934,2,VEMBILLY,,692c78e1a6fa7910caacac29,2010,
61925,1934,3,PATTIMATTOM,,692c78e1a6fa7910caacac2f,2010,
61926,1934,4,AIRAPURAM,,692c78e1a6fa7910caacac35,2010,
61927,1934,5,MAZHUVANNOOR,,692c78e1a6fa7910caacac3a,2010,
61928,1934,6,KADAYIRUPPU,,692c78e1a6fa7910caacac3f,2010,
61929,1934,7,PANCODE,,692c78e1a6fa7910caacac44,2010,
61930,1934,8,KOLENCHERY,,692c78e1a6fa7910caacac4a,2010,
61931,1934,9,POOTHRIKKA,,692c78e1a6fa7910caacac4e,2010,
61932,1934,10,THIRUVANIYOOR,,692c78e1a6fa7910caacac52,2010,
61933,1934,11,MATTAKKUZHI,,692c78e1a6fa7910caacac56,2010,
61934,1934,12,PUTHENCRUZ,,692c78e1a6fa7910caacac5a,2010,
61935,1934,13,AMBALAMED,,692c78e1a6fa7910caacac5e,2010,
61936,1935,1,Ambalamkunnu,,692c78e1a6fa7910caacac62,2010,
61937,1935,2,Elamadu,,692c78e1a6fa7910caacac69,2010,
61938,1935,3,Elavakkodu,,692c78e1a6fa7910caacac6e,2010,
61939,1935,4,Ettiva,,692c78e1a6fa7910caacac73,2010,
61940,1935,5,Chunda,,692c78e1a6fa7910caacac78,2010,
61941,1935,6,Thudayannoor,,692c78e1a6fa7910caacac7e,2010,
61942,1935,7,Chithara,,692c78e1a6fa7910caacac83,2010,
61943,1935,8,Chakkamala,,692c78e1a6fa7910caacac88,2010,
61944,1935,9,Mathira,,692c78e1a6fa7910caacac8d,2010,
61951,1936,1,PARASSERY,,692c78e1a6fa7910caacacaf,2010,
61952,1936,2,KONGAD,,692c78e1a6fa7910caacacb3,2010,
61953,1936,3,VELIKKAD,,692c78e1a6fa7910caacacb7,2010,
61954,1936,4,MUNDUR,,692c78e1a6fa7910caacacbb,2010,
61955,1936,5,KINAVALLUR,,692c78e1a6fa7910caacacbf,2010,
61956,1936,6,KISHAKKANCHERIKAVU,,692c78e1a6fa7910caacacc3,2010,
61957,1936,7,PIRAYIRI,,692c78e1a6fa7910caacacc7,2010,
61958,1936,8,KODUNTHIRAPULLY,,692c78e1a6fa7910caacaccc,2010,
61959,1936,9,PARLI,,692c78e1a6fa7910caacacd0,2010,
61960,1936,10,THENUR,,692c78e1a6fa7910caacacd5,2010,
61961,1936,11,MANKARA,,692c78e1a6fa7910caacacd9,2010,
62201,1955,1,Pallickkal,,692c78e2a6fa7910caacb10c,2010,
62202,1955,2,Pazhakulam,,692c78e2a6fa7910caacb110,2010,
62203,1955,3,Peringanadu,,692c78e2a6fa7910caacb115,2010,
62204,1955,4,Vadakadathukavu,,692c78e2a6fa7910caacb119,2010,
62205,1955,5,Ezhamkulam,,692c78e2a6fa7910caacb11d,2010,
62206,1955,6,Kodumon,,692c78e2a6fa7910caacb121,2010,
62207,1955,7,Angadickal,,692c78e2a6fa7910caacb125,2010,
62208,1955,8,Nedumonkavu,,692c78e2a6fa7910caacb129,2010,
